ID,Predict
246,5097.8918939715595
247,9677.096409092852
248,12914.269227002007
249,33154.862850409394
250,-652.7580430801263
251,3780.300529237339
252,10452.167164510627
253,8026.575538198351
254,15360.350734088639
255,21451.773214990073
256,17160.275252970358
257,18859.281747134337
258,43329.65480490559
259,7462.235462313816
260,25645.583596297252
261,4794.6428522150245
262,765.7592701649439
263,11548.71502946618
264,327.7256224600741
265,9923.057642990323
266,6882.750533803086
267,43722.63119198568
268,5085.406879064005
269,9753.67119015522
270,2498.5888839739982
271,2671.20120776965
272,1242.1439445001674
273,7021.718405763597
274,9522.18132322713
275,7762.514722818114
276,8620.437801037215
277,4159.117844363461
278,48092.02442420026
279,18694.52620419997
280,10509.628391802458
281,3873.547825890722
282,49077.33648782669
283,8624.836893688585
284,13880.830904726121
285,30155.296881649658
286,40846.32228045082
287,29050.240445579977
288,1627.9387944990915
289,12950.31676738419
290,10967.125854351983
291,3329.293705510185
292,22547.85204455612
293,4437.47314095693
294,3180.6502152570542
295,14003.113175356993
296,16379.580926063343
297,37380.037494057324
298,2899.4359139130665
299,6148.3563105558205
300,15970.385938571264
301,9494.53021214679
302,42.37135568101797
303,17602.491201490368
304,20393.83648022001
305,18361.875647418867
306,9167.550261486464
307,11798.18635263916
308,23224.55278888252
309,11512.681540353587
310,6557.847329696378
311,6089.34595823522
312,6300.2646706859705
313,15867.185258753414
314,17880.199912191576
315,6651.816866329128
316,1752.1634853732187
317,16155.919178451259
318,12361.655647590176
319,10605.146998161017
320,13155.934389767732
321,8539.911840186132
322,20491.043720414138
323,14844.723683028802
324,5752.476868301488
325,10329.920200372257
326,44470.25029390093
327,4951.613023509409
328,10801.881213553255
329,34318.91281279698
330,18009.170896135554
331,16651.78379342979
332,6938.17675502369
333,18088.931267500368
334,7939.406859662721
335,16784.62144476148
336,9977.504669257485
337,9146.619086961304
338,11153.596005025905
339,16133.601753324137
340,15267.176797690612
341,8006.381656162122
342,13787.55945315353
343,12173.000664207297
344,8074.153289855425
345,2447.0756078910417
346,3422.5959818461715
347,9829.995858950353
348,4099.408532488915
349,56870.73082136316
350,1875.7307471622325
351,2511.8922567129407
352,5510.979977337757
353,16810.56441577267
354,35809.9699999629
355,28859.45773310356
356,24832.95007343331
357,7428.6010111406995
358,7194.469554411497
359,15921.786238974511
360,36127.07184027729
361,11326.255775384552
362,26480.92909555177
363,18733.127453312674
364,17803.38480357182
365,8483.910073053798
366,15553.514939914901
367,41056.12906214278
368,4941.866154470841
369,1741.782926110326
370,47214.39731033452
371,33258.549863548506
372,8146.628419167265
373,29664.933277275348
374,-272.4437989594782
375,10504.142684675324
376,10761.367852763677
377,19909.169573840554
378,19641.69277513107
379,3416.2456886929244
380,6401.4438487015295
381,84461.06053724121
382,6055.011587972401
383,136.58947798056136
384,8589.754771630112
385,26669.69208915365
386,10594.796490558709
387,884.0831368113867
388,48122.49479690366
389,3455.1617690681237
390,16531.120935290168
391,6596.513153409511
392,17543.19188205971
393,16354.789191348118
394,10133.373951871157
395,15970.385938571264
396,1111.282228551854
397,42407.98875056379
398,35937.77647839259
399,16706.96026456589
400,41553.939524433044
401,959.3536453959266
402,47609.41675551838
403,5425.988904260657
404,6722.006304103911
405,13372.28092613868
406,6432.787093351024
407,29270.20986682971
408,14027.363941410438
409,40016.096281096754
410,9579.819923893341
411,10931.447789036203
412,11003.073755514259
413,7576.561108795511
414,8353.81690721389
415,34996.5496934998
416,33861.6537962262
417,11745.649256169163
418,31765.58050670773
419,16498.730433961886
420,22104.52065509098
421,205.96765131016707
422,29811.159386922594
423,37490.47505525147
424,24832.95007343331
425,2835.5126410972343
426,61250.77475194543
427,11214.362475252205
428,7947.954782302584
429,3681.0547353842767
430,16189.389620592456
431,22024.447914127795
432,10857.99454374476
433,15091.282101935254
434,19072.754334020083
435,17638.246051031532
436,14064.55629938903
437,26424.16923978617
438,23092.946156609745
439,5517.846549524627
440,48469.25373786438
441,30202.99658586891
442,26930.29987695726
443,5497.015104475139
444,2162.4694988273304
445,38152.716435281065
446,4669.619821184793
447,6984.156955037455
448,22714.432008593405
449,6812.651022376043
450,22560.43952056335
451,9445.208603741386
452,10339.40891372551
453,18168.1561252194
454,13566.02799522956
455,9623.246654291717
456,30611.698803322062
457,6656.449553573767
458,1731.0100083495747
459,27529.29894805089
460,22127.87398757368
461,8467.486418737939
462,3424.66325432949
463,3717.9889827439497
464,5085.406879064005
465,12358.619166996037
466,11006.235404656842
467,13936.945479169788
468,4693.749919418367
469,18215.48986730504
470,49558.09216104618
471,27561.70544608063
472,7472.231227632603
473,16284.855154886365
474,37988.92103847756
475,7966.577983361681
476,6051.534538370935
477,19577.98990579294
478,2578.596488410629
479,20194.6629870512
480,17165.780431079118
481,5111.975883905427
482,9956.930285561917
483,1734.8126801205342
484,11184.899108502519
485,63506.05913861927
486,11840.470179336027
487,104203.74374787486
488,17274.415790495623
489,12190.874877179602
490,24055.9380435239
491,29350.19422246746
492,28085.406276266516
493,5457.555216303437
494,19834.919618345248
495,5429.835298451757
496,35501.309254007116
497,24878.160418964297
498,51809.27158086921
499,3895.3568871817706
500,39792.397923253324
501,21466.11512653796
502,19572.83365209584
503,24088.950647619546
504,24410.385279471353
505,7296.46006998793
506,11949.107377584605
507,52675.7388491979
508,39523.403473892926
509,42757.96903537714
510,6874.994740248323
511,16806.401246365458
512,1160.6240532340455
513,263.9228913444733
514,10235.907635047342
515,20459.685999670117
516,25150.25345600662
517,9201.285888927217
518,23758.397034539295
519,4564.142152148549
520,35711.41063462957
521,446.74608053747903
522,13894.05385996402
523,282.556429296239
524,14218.797775722855
525,7351.391940398749
526,19621.953264201562
527,6610.561573992277
528,11230.630373240028
529,962.2115417883678
530,10123.19533191277
531,9413.053933043982
532,26434.48031777992
533,65399.63121151433
534,8838.742021316622
535,8878.54953334761
536,37964.132507540366
537,11591.04975089838
538,12208.528479782748
539,30465.935936462654
540,9989.805832508053
541,15127.927169598444
542,11708.453242142914
543,6330.611492955458
544,14651.94059802125
545,28088.312580889273
546,18063.59789209405
547,27493.637583950855
548,15464.161779056705
549,16036.473516328299
550,12951.246441978474
551,10589.531255130096
552,10532.035921396353
553,14190.506385775076
554,5079.357290655076
555,11857.441144196495
556,23719.780001717987
557,11737.538211947936
558,13203.369309096064
559,14938.729297491265
560,4244.129108943649
561,2552.7900860868936
562,26316.677784036103
563,28203.819778511635
564,4332.137356321203
565,5229.895110443578
566,10146.292752937921
567,38083.55843326268
568,17889.630467097042
569,19222.171018974732
570,3653.9761686609663
571,4437.319267332459
572,5471.318673338191
573,38581.25882709337
574,42497.496079106546
575,7736.004590282297
576,17379.257849290625
577,25085.926488227033
578,4948.991310911375
579,3233.0039717160366
580,217.65571550009054
581,15348.828392968551
582,2907.539159167255
583,15762.264329732512
584,6632.449701480788
585,1160.6240532340455
586,9732.862395176993
587,64681.577919392315
588,7175.502098152667
589,12733.629057006729
590,17059.27964666216
591,8275.207673474595
592,18273.863074652178
593,10685.677770791837
594,8181.610853795264
595,1560.8707273457858
596,14392.8585854189
597,7175.346425236531
598,-272.4437989594782
599,9999.123092637785
600,251.15481188120597
601,30500.284585919828
602,-272.4437989594782
603,20844.119635839073
604,29351.061244897635
605,20269.1857609135
606,10181.637710364437
607,21133.724638926877
608,7611.768978805677
609,9213.721317261632
610,13127.10938511496
611,45979.85418931049
612,24064.574605775906
613,5520.516929760395
614,46948.60977584976
615,32939.371577114915
616,46320.86483701659
617,13727.416601311365
618,16200.768533947921
619,10643.966072229445
620,3502.231837882622
621,22186.854677511485
622,14709.504071104295
623,45056.40022673495
624,16044.422635760955
625,6066.214782045849
626,11544.122541622924
627,12348.59854517316
628,13251.802151543603
629,7861.366366968009
630,16163.472015867745
631,10598.41593829443
632,14712.415252208048
633,14672.081351309778
634,17257.740628868265
635,35109.683624798716
636,15994.880883309665
637,16922.76705556854
638,9874.069395127772
639,18289.85848898876
640,38273.053211035476
641,3740.3792360219077
642,15900.660323253818
643,17838.843813162184
644,64603.493192847476
645,23833.11603195281
646,15672.637205438627
647,39841.209045033334
648,19529.957554003435
649,11131.71981989369
650,14321.164571157366
651,2132.7665798690095
652,6125.915264788752
653,23609.290009636934
654,8770.807627098324
655,10718.03666457768
656,22565.030945550156
657,6096.197767690355
658,29860.618595569398
659,19263.996811038585
660,8788.399676458239
661,16423.907291391657
662,6543.944395100402
663,48606.96240060914
664,21510.09198578334
665,13045.720150797371
666,50864.52069964687
667,11702.316529903972
668,24951.65489626568
669,9368.866901149875
670,9924.757158351651
671,8407.239184035518
672,10166.03329854664
673,17246.940588358295
674,33216.37353156842
675,14689.01803640892
676,4177.862725925342
677,64440.818651434936
678,8542.455912908243
679,1968.3783150303789
680,10877.886085635178
681,10291.07811891187
682,41575.03498274297
683,712.3918892950909
684,11648.773172070358
685,14334.165069059876
686,11774.260301552158
687,54638.19259154567
688,635.2245741874037
689,5642.0160098935285
690,7728.526304772542
691,5402.569529254415
692,11951.730500900401
693,12116.147635357484
694,19274.699098007753
695,42.37135568101797
696,48101.16838026498
697,3359.571976096466
698,5402.355810013032
699,9877.009968353617
700,30265.514764504143
701,42309.30656014184
702,18256.83663195939
703,17736.89956642397
704,19928.189754841736
705,10553.14443177675
706,17847.555997246687
707,17375.59757516356
708,10741.671314263753
709,1292.7212381351019
710,8500.247950711966
711,13027.14446233048
712,18810.050380080917
713,57205.49348027517
714,8374.425936957075
715,13260.523668553922
716,2593.8246739101546
717,5963.10688113715
718,16563.045939050167
719,32142.781341339632
720,44277.99607003736
721,4655.470326684346
722,13666.982722322213
723,11391.99793898738
724,1447.291651542507
725,21522.18525320584
726,4560.558140478714
727,19286.131629603246
728,7437.050158747444
729,3158.2074831946343
730,16372.979465876193
731,23899.382227497466
732,28504.586845140977
733,10829.070379400644
734,1277.2308040640587
735,34100.429554844835
736,11812.802358339397
737,5474.0296752530085
738,28167.83452465386
739,50627.750031386066
740,21436.507115128894
741,18449.395861930585
742,12395.450845892614
743,3174.8101279822326
744,6199.799266157257
745,6847.236390894386
746,15724.316319987873
747,15016.520024190575
748,16869.746056811884
749,9804.956947933691
750,9242.585519524902
751,17377.656582827927
752,1337.1122875514297
753,350.16864965170555
754,11866.920586141743
755,14439.122382742004
756,3561.476586246533
757,27034.62568699925
758,11411.490765157703
759,5819.104524809367
760,905.3346129164412
761,37538.63519365475
762,11901.701868960397
763,8121.617972095915
764,4463.046971670499
765,31579.513064045892
766,22112.60912095995
767,10500.68706770482
768,14464.102127246451
769,22678.218491010568
770,11070.977446792007
771,908.9792994361416
772,837.2120469550604
773,6172.340825048864
774,47634.136311101094
775,23780.12847205193
776,11879.854337137089
777,604.7373650970181
778,35194.444461997075
779,8923.849957367232
780,3462.6939265036826
781,55407.822050593044
782,22212.399874226547
783,806.4449613692718
784,13027.350580348679
785,3051.7925303898273
786,11070.977446792007
787,9387.700671555209
788,12332.996651020017
789,5063.696112035699
790,17988.79235543705
791,27623.498588192888
792,14291.35743759085
793,905.3346129164412
794,-389.05829038907535
795,5025.001528232654
796,33641.7296125122
797,15926.322241162381
798,4441.2789535360425
799,16810.003641625633
800,18028.097992010404
801,2298.7339164343284
802,22194.624826802865
803,39859.63238601411
804,38083.55843326268
805,18769.37895773521
806,4341.944796293552
807,22467.943020840426
808,3540.4729795128574
809,333.784403813061
810,24335.004358713806
811,21080.78868186134
812,4499.709230867719
813,21170.09988041359
814,29294.687282339004
815,25708.304719588385
816,9610.831036487543
817,6148.3563105558205
818,10142.627669005546
819,7203.907692394099
820,28679.923185766853
821,8894.933433843833
822,20270.262540027026
823,11527.634391924446
824,7900.309274842686
825,7224.040810132097
826,14278.931291344843
827,18195.287076143795
828,3455.1617690681237
829,12003.47460654515
830,9983.468728783157
831,16835.773096431614
832,20343.352298119025
833,10287.523122707182
834,5379.614963627496
835,5024.124262369547
836,5561.257136165074
837,39265.54889117266
838,4601.840380092903
839,8269.857234605728
840,15270.7644944347
841,22981.42006476353
842,30911.803133961308
843,13868.738411479171
844,54652.93926907299
845,50944.29214420006
846,2387.741479818772
847,51679.02265584695
848,15984.446134026164
849,37929.707453387644
850,20918.720408011795
851,21162.757334555055
852,15857.046796801296
853,4206.886119231065
854,7943.0212528699585
855,23984.96111004523
856,13318.233874002111
857,45650.54675676439
858,18565.383559406357
859,537.0856361089321
860,21983.38046100906
861,29335.25698017147
862,15958.43052625293
863,6401.4438487015295
864,9834.754080954372
865,16869.746056811884
866,8461.050789228571
867,807.3940429750693
868,19149.12589379414
869,1035.3506405506228
870,7120.867880247343
871,3895.3568871817706
872,3422.5959818461715
873,16389.474710395716
874,16074.008920648743
875,21331.15804692665
876,36284.53995702389
877,14118.602799028362
878,11794.548138678203
879,9704.212870154879
880,16270.894579604686
881,18042.921051173573
882,9488.799069813513
883,3018.100112907565
884,41669.44547913561
885,6625.4036515434955
886,6186.849741493015
887,109.0765964249732
888,43430.05823790145
889,41778.65911820942
890,8235.8462289758
891,59107.56590473938
892,8595.003446238821
893,38083.55843326268
894,27794.643442701574
895,48754.663255354506
896,9004.667642384082
897,25990.80513482326
898,28074.651291049508
899,18829.97435994534
900,1827.3132135270728
901,11691.472677748925
902,743.8125363184786
903,8429.293110082652
904,13991.287154378124
905,19088.58246022601
906,6129.138154327531
907,17226.25537532878
908,30450.31617375244
909,12586.86788863869
910,8652.846158643999
911,13113.93588126287
912,7015.290039733469
913,21580.06070234782
914,30801.553788533736
915,4951.613023509409
916,9597.692603829611
917,30265.78750724833
918,8805.230581377777
919,2255.009337706596
920,8070.388457380942
921,15933.464967552705
922,9900.948793980442
923,17581.061387793765
924,17692.745814749265
925,19437.090898412345
926,5315.506803144775
927,5434.904501161643
928,23623.211621132607
929,13322.570113324575
930,45820.00701781254
931,9956.930285561917
932,8196.329664118493
933,11153.596005025905
934,14343.790190622796
935,8633.597657282577
936,5211.59210141155
937,17303.957629316476
938,22667.772023787522
939,44671.29143333551
940,11282.051674451614
941,14757.463880879746
942,6144.044578256157
943,21764.561282546638
944,18291.332438728943
945,27454.139135156922
946,28999.48587604304
947,20947.31305547751
948,6677.886972575642
949,29691.85537366179
950,37601.008348950476
951,6592.766758439207
952,43172.0928040778
953,11041.512630682935
954,20057.585735121465
955,17933.507512026354
956,333.784403813061
957,4806.285001131568
958,5402.355810013032
959,13916.791499720235
960,30195.63468109419
961,1310.0430981975078
962,3656.293343241371
963,136.58947798056136
964,6703.435319534683
965,8529.446309593883
966,15547.299168452246
967,2561.054252789527
968,13492.39809056868
969,13322.570113324575
970,12211.45872973425
971,10140.25919332378
972,4712.6868837676775
973,7930.536268825824
974,9737.436307709568
975,5280.251348164064
976,21485.981762677067
977,8555.32251314113
978,25146.25112477393
979,7481.4762865183875
980,43021.573074163265
981,14952.29985542274
982,5353.82917951065
983,15633.45300679868
984,10197.734093185014
985,11400.142262891182
986,38389.133378400446
987,17379.56111655603
988,7683.003477182406
989,817.3393027273213
990,16777.629355433422
991,21022.649793582474
992,28776.840373215226
993,2858.639317744526
994,2230.1819375800533
995,9439.994320871632
996,18897.77042266436
997,5772.412188028146
998,19601.482573698668
999,27398.556206679103
1000,44513.79226042
1001,7625.972356444197
1002,11174.598973930993
1003,42950.97039553578
1004,5712.038365661905
1005,4443.772979314859
1006,35545.57437345951
1007,11076.751480702964
1008,5383.577382637896
1009,6127.96776635637
1010,21761.47636908006
1011,10206.121596003342
1012,8068.734960289654
1013,16557.989785964674
1014,20975.404642790392
1015,35505.41246792954
1016,6579.592959498905
1017,35354.05606050277
1018,20997.843075497836
1019,5854.807047709428
1020,14850.947478592621
1021,18350.542803784803
1022,14489.354175649862
1023,12187.737012467518
1024,20490.202543017083
1025,11204.278472011112
1026,16937.34840743567
1027,38083.55843326268
1028,40737.47774023523
1029,11787.375054757802
1030,5849.43761141039
1031,29806.903259520197
1032,2052.753920886421
1033,19866.470073609587
1034,5801.820527354748
1035,18570.814623424325
1036,3077.504685808564
1037,11738.031315007856
1038,3490.296586253204
1039,804.4195115556969
1040,11578.198281173849
1041,5546.501042907222
1042,1827.3132135270728
1043,1334.762694797988
1044,2115.7462394156373
1045,8466.46994837634
1046,5305.268439323081
1047,18720.68282063266
1048,7543.306947639889
1049,21363.530718146394
1050,4651.3769157252445
1051,30039.928006581842
1052,3721.724375578909
1053,10275.891311374533
1054,17219.526116822475
1055,15764.114082078766
1056,24293.31580411999
1057,16163.665451678615
1058,18423.069098812834
1059,20943.013963891714
1060,3744.027305119698
1061,18446.80459731575
1062,47989.400634493286
1063,1978.5761151540585
1064,15592.28337973408
1065,5285.075303310994
1066,18897.77042266436
1067,11865.10188818565
1068,15063.779803695856
1069,10570.393038020142
1070,9762.04508867786
1071,4437.319267332459
1072,12148.62862701957
1073,8489.755999993156
1074,251.15481188120597
1075,10029.552795053965
1076,27041.514582342472
1077,2153.4078639342024
1078,9722.19699332036
1079,16399.27074632303
1080,9402.144481566778
1081,15223.134724996806
1082,25084.025011586575
1083,46498.46817368722
1084,5527.1020773740265
1085,11033.47495133657
1086,6919.273333940526
1087,20259.298398089253
1088,28624.200714854916
1089,4791.500192315438
1090,10458.437204082287
1091,20550.685545871587
1092,7396.075612038383
1093,12657.833969520227
1094,7911.55450371691
1095,12761.176402293464
1096,14393.912207333686
1097,20371.98874148578
1098,2634.300263570847
1099,9832.80474276917
1100,2153.4078639342024
1101,-159.8779296974182
1102,18284.63929785281
1103,9176.229845306489
1104,11438.552225810881
1105,27682.563434900927
1106,8612.727565890755
1107,30465.83520499618
1108,4062.456332371882
1109,24969.714515104126
1110,4908.351452811975
1111,25843.30892748629
1112,8059.357824677834
1113,18656.828587299882
1114,20690.756902752597
1115,38083.55843326268
1116,1946.7269751904093
1117,18805.138363769453
1118,14036.855370405305
1119,7123.678256785065
1120,12997.466338556193
1121,5111.843928997885
1122,10399.85414305924
1123,5243.0407655914405
1124,14772.815403032459
1125,10967.670053519336
1126,18300.389844352165
1127,12112.031792065754
1128,1751.8604603289696
1129,5397.753559076023
1130,2217.2388874282888
1131,20008.05537980357
1132,9817.756023701257
1133,4441.820570984615
1134,13660.927516237814
1135,19572.084796181043
1136,19990.47477357918
1137,13262.066825035015
1138,25288.314957400475
1139,7105.473990134405
1140,8929.892256482406
1141,15764.161568448138
1142,15147.094584160997
1143,13740.59164977784
1144,7851.301303604347
1145,31124.892959566994
1146,15527.045254874483
1147,427.1957882382248
1148,63738.64695455125
1149,23662.878800036247
1150,3744.027305119698
1151,40323.13928689525
1152,15571.329700504682
1153,38669.289573977556
1154,12431.024919089305
1155,19110.36146825776
1156,17541.87980336358
1157,69785.70999286378
1158,24293.31580411999
1159,16634.808405947937
1160,6512.799196384512
1161,34823.65479629909
1162,23783.887026784087
1163,4203.3568056365675
1164,8868.51919104981
1165,9009.033202959354
1166,23555.834885825156
1167,7848.53876929113
1168,28478.521108690802
1169,13854.171576931734
1170,14720.532577623184
1171,3097.0277258786273
1172,1450.7201750092763
1173,8019.47103842485
1174,806.4449613692718
1175,8159.627583641128
1176,7650.290934241895
1177,5603.659508332168
1178,10213.183022797395
1179,60835.40680619548
1180,9356.34033124061
1181,42738.06445345179
1182,13801.146634026753
1183,9001.240633883599
1184,21435.957766024327
1185,16696.86220959007
1186,17409.80331826521
1187,14969.521350850817
1188,2423.625337794801
1189,22752.704073931018
1190,7312.8311442904915
1191,15643.205421129062
1192,12774.428771186223
1193,6482.575147083286
1194,2935.683355189034
1195,3247.0188295126773
1196,33842.91998193349
1197,9580.18927796129
1198,4229.3076864403165
1199,16394.111851293575
1200,7356.526834545115
1201,60835.40680619548
1202,7650.653865255031
1203,13433.67947074657
1204,23062.92829647205
1205,16512.443985553902
1206,5185.183954016476
1207,4681.561235572971
1208,8581.227787981139
1209,4777.301245790144
1210,43021.573074163265
1211,9422.441971755161
1212,41257.577348872284
1213,4984.532251269021
1214,2336.9871877670685
1215,5260.596950182861
1216,13390.79638657444
1217,10885.565919095978
1218,22203.022901368797
1219,5976.348591930379
1220,41581.67978316412
1221,11070.977446792007
1222,9549.848443311328
1223,13018.627912429276
1224,16998.01595297075
1225,5949.9148365081155
1226,9722.226530887308
1227,10483.740892205284
1228,19056.209820377884
1229,2599.3456348189047
1230,532.3027929840586
1231,7686.709788138577
1232,22081.88553442011
1233,50412.5683987692
1234,10330.73427380329
1235,11797.37719636459
1236,4216.758844134199
1237,22015.177268953925
1238,15311.390198042876
1239,9619.611509857554
1240,13918.974641256362
1241,15970.385938571264
1242,16451.99239201226
1243,2632.923207596179
1244,7521.758663946734
1245,463.24450447807226
1246,10413.39154520413
1247,4170.9223624117485
1248,27174.62057926939
1249,7774.794515786747
1250,8483.910073053798
1251,1026.8485153028278
1252,7923.088648937892
1253,45772.98084776376
1254,893.4916429156723
1255,36609.10912643009
1256,14792.457379255644
1257,5572.770307637096
1258,8097.644037654327
1259,7226.270627078091
1260,6714.772006144511
1261,20996.40334891839
1262,18796.664271460635
1263,18201.35075062162
1264,13749.328767380057
1265,8040.724584463471
1266,28179.11711201889
1267,15758.331133234255
1268,23038.955090089992
1269,14210.646407245875
1270,8430.93628576493
1271,14004.469304979564
1272,4286.514175851396
1273,5796.585104608362
1274,19587.498133668247
1275,23999.325168773823
1276,23474.66101436304
1277,11137.236697809014
1278,41316.393228081724
1279,8359.614700779395
1280,6824.439254607508
1281,16869.746056811884
1282,3398.141748970212
1283,14001.047024061623
1284,11219.3097353083
1285,11785.978717682143
1286,50518.12622122719
1287,16692.61187612215
1288,5698.367625207478
1289,22932.631731718044
1290,4538.953964952135
1291,18565.794528311988
1292,10732.099750406334
1293,11037.72465395611
1294,14732.167089432993
1295,15296.171491928648
1296,18780.95830175778
1297,8678.899093959397
1298,7258.019214932599
1299,8407.290351630289
1300,19337.1935272031
1301,10288.460811917404
1302,17409.259297185996
1303,18617.524466978906
1304,43021.573074163265
1305,16689.432214448596
1306,19450.479043432842
1307,15369.652162924698
1308,5025.001528232654
1309,17730.56328779733
1310,10142.627669005546
1311,45969.560100260554
1312,17553.94777909705
1313,9015.56554869737
1314,19563.857646392175
1315,10711.92717149853
1316,20615.736924834826
1317,22075.62673516178
1318,13566.02799522956
1319,22591.74389902524
1320,21612.46037702374
1321,3620.611671250511
1322,30440.307672833074
1323,19716.775028292002
1324,7077.014660996602
1325,15805.460693274705
1326,22778.37722966065
1327,11123.036276669667
1328,16198.02640332572
1329,51453.82796312302
1330,3950.9698141990334
1331,30645.49761280712
1332,4264.10367041355
1333,15613.51672114237
1334,16726.713547440475
1335,28198.799878685648
1336,13043.04394147954
1337,15679.70402255307
1338,21701.931300585995
1339,8591.867822641365
1340,34745.64030632368
1341,9422.441971755161
1342,20895.432253824813
1343,10059.040739163276
1344,33034.897190825104
1345,6159.863778461159
1346,21456.432270978275
1347,314.9084760696597
1348,13817.469481208005
1349,13372.28092613868
1350,40765.7345962956
1351,22399.84145726505
1352,10313.182733454432
